tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc,N_params_G,log_L_G,opt_start,opt_end,opt_delta
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0,0.0419337263001424,0.007799790733203,0.0728492059155749,,0.9211147640073016,,,4,-15202.077129259287,2023-09-27 14:41:42.290827+00:00,2023-09-27 14:41:42.561059+00:00,0 days 00:00:00.270244800
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0,0.0406016406800845,0.0044353575776336,0.043292562407739,,0.9362603651902996,8.033468879654547,,5,-14914.0990351335,2023-09-27 14:42:09.534695+00:00,2023-09-27 14:42:10.743232+00:00,0 days 00:00:01.208441499
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0,0.0259338637699539,0.0086435086541801,0.0268648722740498,0.0761284307718726,0.9267943677494388,,,5,-15108.238689862728,2023-09-27 14:42:45.380442+00:00,2023-09-27 14:42:45.543582+00:00,0 days 00:00:00.163019399
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0,0.0312972867111729,0.0050715010405829,0.0187330836083519,0.0499922625283517,0.9354662427237856,8.526638307790535,,6,-14854.99762343496,2023-09-27 14:43:13.852863+00:00,2023-09-27 14:43:15.004853+00:00,0 days 00:00:01.151811100
