tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,mode,mark,dist,bound,df,nc,T,N_data_H_B,N_params_H_B,log_L_H_B,AIC_H_B,BIC_H_B,opt_start,opt_end,opt_delta
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi,mark,norm,both,,,12311,12003,0,41070.39032648602,-82140.78065297204,-82140.78065297204,2023-09-23 14:09:30.526886+00:00,2023-09-23 14:09:30.526886+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi,mark,t,both,9.23378747471786,,12311,12003,1,41341.072747736005,-82680.14549547201,-82672.75258357449,2023-09-23 14:09:58.174602+00:00,2023-09-23 14:09:59.661378+00:00,0 days 00:00:01.486334800
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi,unmark,norm,both,,,12311,12003,0,41085.25137242919,-82170.50274485839,-82170.50274485839,2023-09-23 14:10:36.854283+00:00,2023-09-23 14:10:36.854283+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi,unmark,t,both,9.40300408480164,,12311,12003,1,41351.58139113817,-82701.16278227634,-82693.76987037882,2023-09-23 14:10:58.691015+00:00,2023-09-23 14:11:00.204313+00:00,0 days 00:00:01.513059400
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,mark,norm,both,,,12311,12003,0,40889.46415682102,-81778.92831364204,-81778.92831364204,2023-09-23 14:11:32.850318+00:00,2023-09-23 14:11:32.850318+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,mark,norm,left,,,12311,12003,1,40996.41153111671,-81990.82306223342,-81983.4301503359,2023-09-23 14:11:54.587465+00:00,2023-09-23 14:11:54.587465+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,mark,norm,right,,,12311,12003,0,40934.58523418108,-81869.17046836216,-81869.17046836216,2023-09-23 14:12:07.240819+00:00,2023-09-23 14:12:07.240819+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,mark,t,both,8.52764409035554,,12311,12003,1,41160.24885949462,-82318.49771898924,-82311.10480709172,2023-09-23 14:12:18.590055+00:00,2023-09-23 14:12:20.470669+00:00,0 days 00:00:01.880677099
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,mark,t,left,6.76326019722227,,12311,12003,0,41395.96796506021,-82791.93593012042,-82791.93593012042,2023-09-23 14:12:52.976052+00:00,2023-09-23 14:12:54.335217+00:00,0 days 00:00:01.358911799
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,mark,t,right,6.104410237188155,,12311,12003,1,41390.16986965504,-82778.33973931007,-82770.94682741255,2023-09-23 14:13:16.103891+00:00,2023-09-23 14:13:16.909081+00:00,0 days 00:00:00.805241500
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,unmark,norm,both,,,12311,12003,0,40888.24373569104,-81776.48747138208,-81776.48747138208,2023-09-23 14:13:35.905877+00:00,2023-09-23 14:13:35.905877+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,unmark,norm,left,,,12311,12003,1,40998.86658142129,-81995.73316284257,-81988.34025094505,2023-09-23 14:13:55.417114+00:00,2023-09-23 14:13:55.417114+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,unmark,norm,right,,,12311,12003,0,40961.38365731902,-81922.76731463804,-81922.76731463804,2023-09-23 14:14:07.388384+00:00,2023-09-23 14:14:07.388384+00:00,0 days 00:00:00
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,unmark,t,both,9.10038350710524,,12311,12003,1,41134.25260089022,-82266.50520178044,-82259.11228988292,2023-09-23 14:14:17.090207+00:00,2023-09-23 14:14:18.581986+00:00,0 days 00:00:01.491868599
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,unmark,t,left,6.795581685649847,,12311,12003,0,41396.42872851736,-82792.85745703473,-82792.85745703473,2023-09-23 14:14:47.917651+00:00,2023-09-23 14:14:49.280820+00:00,0 days 00:00:01.363091699
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,bi_d,unmark,t,right,6.2726670903290245,,12311,12003,1,41408.33354541145,-82814.6670908229,-82807.27417892538,2023-09-23 14:15:08.991228+00:00,2023-09-23 14:15:09.917022+00:00,0 days 00:00:00.925733299
DJI,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0228185454002626,0.0233660410369407,False,False,SLSQP,True,ci,mark,norm,both,,,12311,12003,0,41097.8668382742,-82195.7336765484,-82195.7336765484,2023-09-23 14:15:26.577814+00:00,2023-09-23 14:15:26.577814+00:00,0 days 00:00:00
