tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,xi_y_1,xi_y_2,u_y_1,u_y_2,sigma_y_1,sigma_y_2
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0125,0.3789997294122996,0.1103630584688097,-2.241402727604945,2.241402727604947,0.4606627669963112,0.4311063784647511
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0125,0.4008483759325865,0.0072240337063864,-2.751523593712945,2.751523593712948,0.5704818268426963,0.6238664610676409
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0125,0.3671331393028518,0.0156948745068644,-2.241402727604945,2.241402727604947,0.4746025637421817,0.4823037201928715
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.0125,0.4393258812142077,-0.007615552263111,-2.751523593712945,2.751523593712948,0.5383209150685258,0.583364371356655
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.025,0.2875060920754344,0.0440044840840612,-1.9599639845400545,1.959963984540054,0.4293106546739649,0.4692919496446297
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.025,0.3263369025166655,0.0541446129700363,-2.306004135033371,2.3060041350333704,0.4726112252849392,0.5412022394243667
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.025,0.3438557989883576,0.0333815059629403,-1.9599639845400545,1.959963984540054,0.3884578513822435,0.4627185294784357
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.025,0.3709700110478017,0.0398869039063365,-2.306004135033371,2.3060041350333704,0.4405169538449207,0.5273330077551563
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0375,0.2145547244129673,0.0685587792109601,-1.7804643416920254,1.7804643416920254,0.4561721877286169,0.4375835725855979
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0375,0.2067690392962072,0.0610548631333029,-2.0457622740501944,2.0457622740501957,0.5421356104602038,0.516439993630905
DJI,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0375,0.2205785328163471,0.0353908078155576,-1.7804643416920258,1.7804643416920258,0.453872785503608,0.4574395876163883
