tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,mode,mark,a_lambda_1,a_lambda_2,gamma_1_1,gamma_1_2,gamma_2_1,gamma_2_2,beta_1,beta_2,nu_1,nu_2,omega_1,omega_2,xi_1,xi_2,varsigma_1,varsigma_2,eta_1,eta_2,alpha_1,alpha_2,mu_1,mu_2
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi,mark,,,0.0754507631099955,0.0805628470290956,0.0707089271159969,0.0734430213134102,0.0164150839023084,0.0057220674812486,,,,,0.1107795332771165,0.0764668057116296,0.0010978522606895,0.0009612343826422,0.0197516250113766,0.0147572780712684,0.5717304551776256,3683.134917580413,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi,unmark,,,0.0775258030871272,0.0822323272684957,0.0708365924966265,0.0780889102888116,0.0197680457258228,0.0071262506848913,,,,,0.1314870444896077,0.0929566359650185,0.0013550573385169,0.0013004366110477,,,,,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,mark,,,0.0568538929275027,,,0.0560989358635396,0.0105815491886749,0.0071898940550013,,,,,0.1135421238845376,0.0599075900703096,0.0010843891678161,0.0009826337302694,0.0214396312749596,0.023575759769321,0.6816660122079776,2971.0062537588938,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,unmark,,,0.0554142624962977,,,0.0531561017276394,0.0095024447757908,0.0070815617246949,,,,,0.1314870444896077,0.0929566359650185,0.0013550573385169,0.0013004366110477,,,,,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,ci,mark,,,0.0596195858209117,0.0612733252526748,0.0596195858209117,0.0612733252526748,0.0169386005676853,0.0054797338336558,,,,,0.1107653728023201,0.0777923912225052,0.0010946325479658,0.0009759407907529,0.0177643137736263,0.0154929738240147,0.5673772786322642,2354.087913438113,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,ci,unmark,,,0.057427722810293,0.0598050011534669,0.057427722810293,0.0598050011534669,0.0198981797592419,0.0068952849720688,,,,,0.1314870444896077,0.0929566359650185,0.0013550573385169,0.0013004366110477,,,,,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,ci_s,mark,,,0.0175398551834947,0.0175398551834947,0.0175398551834947,0.0175398551834947,0.0099155624143636,0.0099155624143636,,,,,0.0605296462677631,0.0605296462677631,0.0007369032817427,0.0007369032817427,0.0141775915463681,0.0141775915463681,0.959241730940626,0.959241730940626,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,ci_s,unmark,,,0.0168812428109086,0.0168812428109086,0.0168812428109086,0.0168812428109086,0.0094851322011456,0.0094851322011456,,,,,0.07842293788576,0.07842293788576,0.0009370893620843,0.0009370893620843,,,,,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,False,bi,mark,0.0037132019078629,0.0037114827853217,0.0843360039561642,0.0819783685801261,0.0908168562874002,0.0747646709570052,0.0164237162158102,0.0057027133609255,,,,,0.1110549283606308,0.0776200953158199,0.0011367904696757,0.0009728552890025,0.0206043947264666,0.0158168439953239,0.5260562244010513,3721.0203625541735,,
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,False,bi,unmark,0.0036657463834926,0.0036409847640562,0.0846118981480889,0.0853247377915845,0.087474683324481,0.0795749403541988,0.0196949761460767,0.007077858271731,,,,,0.1314870444896077,0.0929566359650185,0.0013550573385169,0.0013004366110477,,,,,,
