tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc,N_params_G,log_L_G,opt_start,opt_end,opt_delta
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0,0.0503801522206035,0.0132824900068323,0.0753246875852039,,0.9131384233562612,,,4,-13343.092490644864,2023-09-27 15:30:19.840925+00:00,2023-09-27 15:30:19.978042+00:00,0 days 00:00:00.137198499
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0,0.0556855368697872,0.0059865946793854,0.0416904164348611,,0.9334975322054544,6.8937059730597285,,5,-13083.590106737844,2023-09-27 15:30:45.036536+00:00,2023-09-27 15:30:46.020381+00:00,0 days 00:00:00.983535299
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0,0.0308198997362261,0.017203122643842,0.0200583912563208,0.1008144251852898,0.9121339834661034,,,5,-13247.528620563497,2023-09-27 15:31:16.635139+00:00,2023-09-27 15:31:16.955415+00:00,0 days 00:00:00.320205299
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0,0.0435285707457195,0.0086339420961164,0.0141220488894161,0.0618341371358571,0.9253281580938038,7.360624366170464,,6,-13027.786317882554,2023-09-27 15:31:38.698564+00:00,2023-09-27 15:31:40.028206+00:00,0 days 00:00:01.329927599
