tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,mode,mark,dist,bound,df,nc,T,N_data_H_B,N_params_H_B,log_L_H_B,AIC_H_B,BIC_H_B,opt_start,opt_end,opt_delta
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi,mark,norm,both,,,10092,9838,0,32645.632611792626,-65291.26522358525,-65291.26522358525,2023-09-23 23:13:10.721222+00:00,2023-09-23 23:13:10.721222+00:00,0 days 00:00:00
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi,mark,t,both,8.97056858691162,,10092,9838,1,32906.88994399769,-65811.77988799538,-65804.58588027803,2023-09-23 23:13:34.600708+00:00,2023-09-23 23:13:35.894818+00:00,0 days 00:00:01.293779699
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi,unmark,norm,both,,,10092,9838,0,32657.59513536657,-65315.19027073314,-65315.19027073314,2023-09-23 23:14:07.023020+00:00,2023-09-23 23:14:07.023020+00:00,0 days 00:00:00
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi,unmark,t,both,8.656024192539656,,10092,9838,1,32935.56655858195,-65869.1331171639,-65861.93910944655,2023-09-23 23:14:29.913156+00:00,2023-09-23 23:14:31.260312+00:00,0 days 00:00:01.347022500
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,mark,norm,both,,,10092,9838,0,32510.61802932162,-65021.23605864324,-65021.23605864324,2023-09-23 23:15:02.167324+00:00,2023-09-23 23:15:02.167324+00:00,0 days 00:00:00
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,mark,norm,left,,,10092,9838,1,32565.71838750725,-65129.4367750145,-65122.242767297146,2023-09-23 23:15:22.463235+00:00,2023-09-23 23:15:22.463235+00:00,0 days 00:00:00
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,mark,norm,right,,,10092,9838,0,32587.434676268134,-65174.86935253627,-65174.86935253627,2023-09-23 23:15:32.834131+00:00,2023-09-23 23:15:32.834131+00:00,0 days 00:00:00
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,mark,t,both,7.5224540992332125,,10092,9838,1,32824.230250220164,-65646.46050044033,-65639.26649272298,2023-09-23 23:15:43.749995+00:00,2023-09-23 23:15:44.864451+00:00,0 days 00:00:01.114474400
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,mark,t,left,5.842162722621831,,10092,9838,0,33030.7204209422,-66061.4408418844,-66061.4408418844,2023-09-23 23:16:13.981929+00:00,2023-09-23 23:16:14.584946+00:00,0 days 00:00:00.602503299
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,mark,t,right,5.958109525064793,,10092,9838,1,33046.157448369835,-66090.31489673967,-66083.12088902232,2023-09-23 23:16:30.852401+00:00,2023-09-23 23:16:31.325807+00:00,0 days 00:00:00.473372299
SPX,NASDAQ,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0269249576874689,0.0259372380315372,False,False,SLSQP,True,bi_d,unmark,norm,both,,,10092,9838,0,32502.964229605062,-65005.928459210125,-65005.928459210125,2023-09-23 23:16:50.211007+00:00,2023-09-23 23:16:50.211007+00:00,0 days 00:00:00
