tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0,0.0080295035129465,0.0019363456413291,0.0051869961724861,,0.0061155494671931,,
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0,0.0076521743841648,0.0011826634370153,0.0038148869455372,,0.0058379731578934,0.4598334305326487,
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0,0.008017382535413,0.0020781024709277,0.0040840648808454,0.0087021326451618,0.0060611336655407,,
SPX,NASDAQ,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0,0.0078077357332385,0.0014358413971311,0.0033882837494272,0.0072542931478138,0.0062516020505094,0.5149955145888969,
