tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,mode,mark,a_lambda_1,a_lambda_2,gamma_1_1,gamma_1_2,gamma_2_1,gamma_2_2,beta_1,beta_2,nu_1,nu_2,omega_1,omega_2,xi_1,xi_2,varsigma_1,varsigma_2,eta_1,eta_2,alpha_1,alpha_2,mu_1,mu_2
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,bi,mark,,,0.057496224116141,0.0867108858459507,0.0554568040345053,0.0666697977389488,0.0188543171136224,0.002621396362257,,,,,0.0922665915411323,0.1108648614113097,0.0013822290009074,0.001104534614216,0.0192615607123342,0.0215254757640403,0.2270966008675162,,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,bi,unmark,,,0.0580162180914788,0.0873466279036281,0.0548040539200721,0.0661342780105493,0.0185668032471578,0.0027233632337215,,,,,0.0983069080148713,0.1080837555653432,0.0012084294365422,0.0010253252805601,,,,,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,bi_d,mark,,,0.0549667812715975,,,0.0737955764882894,0.015110078092196,0.006252054945469,,,,,0.0995606135144937,0.1073277907349813,0.0014927935063755,0.0012348901378667,0.0245296965602459,0.042265808668368,0.2809629099449016,1.2916011260952571,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,bi_d,unmark,,,0.0547746689259175,,,0.0743232780544663,0.0149132220168957,0.0063571724514168,,,,,0.0983069080148713,0.1080837555653432,0.0012084294365422,0.0010253252805601,,,,,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,ci,mark,,,0.0417817752095302,0.0546897426235803,0.0417817752095302,0.0546897426235803,0.0185446060845373,0.0019895000851627,,,,,0.0952439674743749,0.1130216483918019,0.0014675905779395,0.0010997282641231,0.0207189178511617,0.0226521212757564,0.2315400312154785,,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,ci,unmark,,,0.0412668680445519,0.0543212514307463,0.0412668680445519,0.0543212514307463,0.017997169392166,0.0019931914746508,,,,,0.0983069080148713,0.1080837555653432,0.0012084294365422,0.0010253252805601,,,,,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,ci_s,mark,,,0.0199310024011834,0.0199310024011834,0.0199310024011834,0.0199310024011834,0.0168780625112422,0.0168780625112422,,,,,0.0720719791252289,0.0720719791252289,0.0008730627900332,0.0008730627900332,0.0167643973287063,0.0167643973287063,0.366947694177925,0.366947694177925,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,True,ci_s,unmark,,,0.0198849687085827,0.0198849687085827,0.0198849687085827,0.0198849687085827,0.0169702983407512,0.0169702983407512,,,,,0.0736959801151464,0.0736959801151464,0.0007939081270139,0.0007939081270139,,,,,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,False,bi,mark,0.0031677985161177,0.0033854296689202,0.0639830986331154,0.0870043225694551,0.0689009009314703,0.0711842902147766,0.0188237234251574,0.0025362946033982,,,,,0.0936335059056329,0.109518785255527,0.0013927474467462,0.0011065104809655,0.0189031891482399,0.0222711709212568,0.2250894391299744,,,
NKX,TSX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0311129441005638,0.0292752862425572,False,False,SLSQP,False,bi,unmark,0.0031011649304389,0.003282652212369,0.0641744167818275,0.0865158927596861,0.0682636136115972,0.0702279510059996,0.0184831139567884,0.0022452420728451,,,,,0.0983069080148713,0.1080837555653432,0.0012084294365422,0.0010253252805601,,,,,,
