tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc,N_params_G,log_L_G,opt_start,opt_end,opt_delta
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0,0.061845720463179,0.026432617353809,0.1590641826902356,,0.8364409817779506,,,4,-16401.215536645832,2023-09-27 14:41:42.194744+00:00,2023-09-27 14:41:42.363889+00:00,0 days 00:00:00.169113600
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0,0.0627271984876958,0.0095190544778055,0.0742365521924365,,0.8843859848138551,5.967338905098112,,5,-15912.331803834364,2023-09-27 14:42:15.349684+00:00,2023-09-27 14:42:16.433614+00:00,0 days 00:00:01.084077900
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0,0.0358153826667922,0.0294119955745429,0.0725928155935368,0.1469565692997157,0.841804312983846,,,5,-16297.103678656318,2023-09-27 14:42:56.756199+00:00,2023-09-27 14:42:56.899321+00:00,0 days 00:00:00.142690399
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0,0.0505588534434297,0.012403860223282,0.0342883443534984,0.0789978813063976,0.8806550002744451,6.331453305084725,,6,-15845.300766964408,2023-09-27 14:43:26.406632+00:00,2023-09-27 14:43:27.653701+00:00,0 days 00:00:01.246845399
