tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,xi_y_1,xi_y_2,u_y_1,u_y_2,sigma_y_1,sigma_y_2
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0125,0.3409085084302494,0.1490279481594886,-2.241402727604945,2.241402727604947,0.4973034947054281,0.6234518345017666
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0125,0.3323768701450227,0.2027769955149095,-2.751523593712945,2.751523593712948,0.6644823776860509,0.7089575320933019
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0125,0.3753663044593111,0.2451460860875544,-2.241402727604945,2.241402727604947,0.4863576804296853,0.5143004347657608
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.0125,0.3561259242394952,0.1828369885971379,-2.751523593712945,2.751523593712948,0.651234200000192,0.7245335608514734
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.025,0.2663127525643318,0.2703684023357462,-1.9599639845400545,1.959963984540054,0.5025471770281315,0.4446529930170397
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.025,0.2194221329532671,0.2631619106727134,-2.306004135033371,2.30600413503337,0.6905462374250066,0.528850488935268
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.025,0.2533301926778907,0.227218730745892,-1.9599639845400547,1.959963984540054,0.5372975019521946,0.4728257236701666
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.025,0.2531438104564854,0.2337391430690457,-2.3060041350333718,2.3060041350333704,0.6599904320450634,0.5613027305010012
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0375,0.1904010397919059,0.2100342319797106,-1.7804643416920256,1.7804643416920256,0.5568168361464367,0.4504394716874494
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0375,0.1837095532432165,0.2010151297017514,-2.0457622740501944,2.0457622740501957,0.6941286047429984,0.531582676300471
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0375,0.2097321398307553,0.1869318532199236,-1.7804643416920256,1.7804643416920256,0.5511030558115112,0.4714767246064746
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.0375,0.2200198201778542,0.210824789556937,-2.0457622740501944,2.0457622740501957,0.6403720447816997,0.5283179094187893
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.05,0.1775239104992798,0.1807875773828087,-1.6448536269514729,1.6448536269514722,0.5509394317992115,0.4466205194108945
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.05,0.1634981527951699,0.1593928351499456,-1.8595480375228428,1.859548037522842,0.6943785907639419,0.5428463510299648
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.05,0.2041039323427022,0.25239839384274,-1.6448536269514729,1.6448536269514722,0.5293831804159618,0.3846795703960169
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.05,0.1820404107966833,0.1718688770418366,-1.8595480375228428,1.859548037522842,0.6620829234389449,0.5304020409226451
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0625,0.1612895740676572,0.2015763216260667,-1.5341205443525463,1.5341205443525463,0.5527928385059204,0.408080878141441
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0625,0.1485115777945538,0.1360670751318192,-1.7133480229380778,1.7133480229380778,0.6965855135403523,0.5493332722225281
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0625,0.1848221479085948,0.1566448643523445,-1.5341205443525463,1.5341205443525463,0.532889088496999,0.4431152898288849
NKX,TSX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.0625,0.1635641906470355,0.1559078315212048,-1.7133480229380778,1.7133480229380778,0.6649261740811628,0.5255439337767243
