tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc
CAC,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0,0.0099137663260471,0.0037395318515244,0.0072585787740073,,0.0077133574620935,,
CAC,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0,0.0093343495056876,0.0023079067207799,0.0050403124452973,,0.0073928219293555,0.4385411308182461,
CAC,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0,0.0095960517213538,0.0038178937900626,0.0059969296424892,0.0098456900873486,0.0074810167553651,,
CAC,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0,0.0096300322766855,0.0025875064812223,0.0043248370418943,0.0076240710617748,0.0075159828457693,0.4855048661059234,
