tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc,N_params_G,log_L_G,opt_start,opt_end,opt_delta
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0,0.0530969260915161,0.021878213482539,0.0970513875343067,,0.8919022639295268,,,4,-15005.869954628955,2023-09-27 15:30:20.350862+00:00,2023-09-27 15:30:20.493485+00:00,0 days 00:00:00.142473100
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0,0.05770988893161,0.0101789999183128,0.0635460467050071,,0.9112540922828888,9.117405511804073,,5,-14735.419483282483,2023-09-27 15:30:50.034824+00:00,2023-09-27 15:30:50.945105+00:00,0 days 00:00:00.910522299
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0,0.0307816153146515,0.0233388995222121,0.034640506699986,0.0946177053929166,0.903138076569969,,,5,-14931.388962250816,2023-09-27 15:31:27.301289+00:00,2023-09-27 15:31:27.612055+00:00,0 days 00:00:00.310583800
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0,0.0437529754736448,0.0127362384254266,0.0307356831494115,0.064902615977466,0.9091546847181275,9.655783630247248,,6,-14690.42358162244,2023-09-27 15:31:55.554022+00:00,2023-09-27 15:31:56.757055+00:00,0 days 00:00:01.203311600
