tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,mode,mark,dist,bound,df,nc
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi,mark,t,both,0.3448498309540227,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi,unmark,t,both,0.3392711632234873,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,mark,norm,left,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,mark,norm,right,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,mark,t,both,0.2467630687538275,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,mark,t,left,0.1444157757944016,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,mark,t,right,0.1398561768657591,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,unmark,norm,left,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,unmark,norm,right,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,unmark,t,both,0.2554644412897513,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,unmark,t,left,0.1436067804052662,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,bi_d,unmark,t,right,0.1398584163374851,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci,mark,t,both,0.1856551540295406,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci,unmark,t,both,0.1829728475591483,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci_s,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci_s,mark,t,both,0.1732699477555909,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci_s,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,ci_s,unmark,t,both,0.1697499360364789,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi,mark,t,both,0.3478248553882127,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi,unmark,t,both,0.3429522694489359,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,mark,norm,left,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,mark,norm,right,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,mark,t,both,0.2531270586586612,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,mark,t,left,0.1493477912301045,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,mark,t,right,0.1433517143104605,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,unmark,norm,left,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,unmark,norm,right,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,unmark,t,both,0.2629867323179033,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,unmark,t,left,0.1484585546684656,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,bi_d,unmark,t,right,0.1438035352419714,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci,mark,t,both,0.188135225591412,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci,unmark,t,both,0.1865759278874553,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci_s,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci_s,mark,t,both,0.1722126136653562,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci_s,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,ci_s,unmark,t,both,0.1693029062837839,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi,mark,t,both,0.6152544493757581,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi,unmark,t,both,0.7093673063248773,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,mark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,mark,norm,left,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,mark,norm,right,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,mark,t,both,0.5247654701554058,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,mark,t,left,0.1983828294842242,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,mark,t,right,0.2411428578900169,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,unmark,norm,both,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,unmark,norm,left,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,unmark,norm,right,,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,unmark,t,both,0.5441859485802405,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,unmark,t,left,0.1975850970026592,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,bi_d,unmark,t,right,0.2394337867020634,
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,ci,mark,norm,both,,
