tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,xi_y_1,xi_y_2,u_y_1,u_y_2,sigma_y_1,sigma_y_2
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.0125,0.4029243679970674,0.1492133107275466,-2.241402727604945,2.241402727604947,0.4100270337062306,0.4104477362396138
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.0125,0.3897885303987187,0.1671714751704889,-2.751523593712945,2.751523593712948,0.574542970175286,0.4818459538155231
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.0125,0.3329117715219048,0.1688814807602804,-2.241402727604945,2.241402727604947,0.4725063409952191,0.4232352815461869
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.0125,0.3818784548408325,0.3610420152280579,-2.7515235937129447,2.7515235937129474,0.5594937929409693,0.3734693380045143
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.025,0.2717417711049393,0.1201612457680257,-1.9599639845400547,1.959963984540054,0.4537220463356989,0.3975643381943952
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.025,0.2893940127451355,0.1302246200525856,-2.306004135033371,2.3060041350333704,0.5259492740894791,0.4542808090521044
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.025,0.2926303090637565,0.1874288618217292,-1.9599639845400545,1.959963984540054,0.4240844755043803,0.3618587725834064
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.025,0.2872098021895201,0.1855794227137841,-2.306004135033371,2.3060041350333704,0.5157393778276059,0.4308207415095856
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.0375,0.2311404295102895,0.116927636827322,-1.7804643416920256,1.7804643416920256,0.449318409565945,0.3836499131940212
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.0375,0.230125980874202,0.1440933467448976,-2.0457622740501944,2.0457622740501957,0.5231286963696918,0.416684601258065
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.0375,0.241213707435162,0.1322028609975465,-1.7804643416920256,1.7804643416920256,0.432108692297653,0.3717385679753504
