tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,T,N_M,N_M_1,N_M_2,meta_res_start,meta_res_end,meta_res_delta
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,True,10025,252,126,126,2023-09-21 08:32:36.051454+00:00,2023-09-21 08:35:56.660040+00:00,0 days 00:03:20.608529300
DAX,EUREX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341112757172476,0.0309776058935389,False,False,SLSQP,False,10025,252,126,126,2023-09-21 08:37:41.421409+00:00,2023-09-21 08:41:57.819851+00:00,0 days 00:04:16.398459700
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,True,10025,502,251,251,2023-09-21 08:43:42.670796+00:00,2023-09-21 08:50:25.680505+00:00,0 days 00:06:43.009725600
DAX,EUREX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0264052230981723,0.0247430198123108,False,False,SLSQP,False,10025,502,251,251,2023-09-21 08:53:03.335246+00:00,2023-09-21 09:01:57.714648+00:00,0 days 00:08:54.379252400
DAX,EUREX,1975-01-01,2015-01-01,0.0375,0.0375,left,right,0.0,0.0,-0.0226090573689374,0.0216003061119966,False,False,SLSQP,True,10025,752,376,376,2023-09-21 09:04:21.210742+00:00,2023-09-21 09:15:16.127544+00:00,0 days 00:10:54.917064300
DAX,EUREX,1975-01-01,2015-01-01,0.0375,0.0375,left,right,0.0,0.0,-0.0226090573689374,0.0216003061119966,False,False,SLSQP,False,10025,752,376,376,2023-09-21 09:17:22.866264+00:00,2023-09-21 09:31:10.282039+00:00,0 days 00:13:47.415769100
DAX,EUREX,1975-01-01,2015-01-01,0.05,0.05,left,right,0.0,0.0,-0.0197431345240916,0.0192223864052397,False,False,SLSQP,True,10025,1004,502,502,2023-09-21 09:33:59.975106+00:00,2023-09-21 09:50:10.990065+00:00,0 days 00:16:11.015108699
DAX,EUREX,1975-01-01,2015-01-01,0.05,0.05,left,right,0.0,0.0,-0.0197431345240916,0.0192223864052397,False,False,SLSQP,False,10025,1004,502,502,2023-09-21 09:51:41.317050+00:00,2023-09-21 10:11:56.416890+00:00,0 days 00:20:15.099912
DAX,EUREX,1975-01-01,2015-01-01,0.0625,0.0625,left,right,0.0,0.0,-0.0177228614024604,0.017372086061218,False,False,SLSQP,True,10025,1254,627,627,2023-09-21 10:14:44.237851+00:00,2023-09-21 10:35:14.903042+00:00,0 days 00:20:30.665060700
DAX,EUREX,1975-01-01,2015-01-01,0.0625,0.0625,left,right,0.0,0.0,-0.0177228614024604,0.017372086061218,False,False,SLSQP,False,10025,1254,627,627,2023-09-21 10:37:19.188659+00:00,2023-09-21 11:02:13.492005+00:00,0 days 00:24:54.303332600
DAX,EUREX,1975-01-01,2015-01-01,0.075,0.075,left,right,0.0,0.0,-0.0161634714778687,0.0160961985509619,False,False,SLSQP,True,10025,1504,752,752,2023-09-21 11:05:33.235850+00:00,2023-09-21 11:30:11.672585+00:00,0 days 00:24:38.436768800
DAX,EUREX,1975-01-01,2015-01-01,0.075,0.075,left,right,0.0,0.0,-0.0161634714778687,0.0160961985509619,False,False,SLSQP,False,10025,1504,752,752,2023-09-21 11:32:34.566663+00:00,2023-09-21 12:03:55.332026+00:00,0 days 00:31:20.765211900
DAX,EUREX,1975-01-01,2015-01-01,0.0875,0.0875,left,right,0.0,0.0,-0.014741973270196,0.0149027417516021,False,False,SLSQP,True,10025,1756,878,878,2023-09-21 12:05:28.176171+00:00,2023-09-21 12:32:36.375376+00:00,0 days 00:27:08.199390700
DAX,EUREX,1975-01-01,2015-01-01,0.0875,0.0875,left,right,0.0,0.0,-0.014741973270196,0.0149027417516021,False,False,SLSQP,False,10025,1756,878,878,2023-09-21 12:37:59.006137+00:00,2023-09-21 13:12:48.724743+00:00,0 days 00:34:49.718491299
