tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0,0.0093603599834617,0.0027806678882639,0.0067059171404812,,0.0071182313161875,,
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0,0.0087980289018394,0.0017342248853341,0.0050383903149818,,0.0064945076962818,0.6961092068632518,
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0,0.0094244110599942,0.002823241448772,0.0055323739169441,0.0085674481083479,0.0068904058790145,,
DAX,EUREX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0,0.0091105268084574,0.00197283601737,0.0046501322278381,0.0077296461336325,0.006811276694383,0.7616502465979201,
