tick,exchange,train_start,train_end,all_end,opt_method,vol,p,o,q,dist,a_u,a_q,tail,period,Q_T,Q_T_1,Q_a_q_T_1,CT_Q_binom_p,CT_Q_UC_LR,CT_Q_UC_p,CT_Q_CC_LR,CT_Q_CC_p,CT_Q_DQ_0_LR,CT_Q_DQ_0_p,CT_Q_DQ_1_LR,CT_Q_DQ_1_p,CT_Q_DQ_2_LR,CT_Q_DQ_2_p,CT_Q_DQ_3_LR,CT_Q_DQ_3_p,CT_Q_DQ_4_LR,CT_Q_DQ_4_p,CT_E_ZMD_t,CT_E_ZMD_b_opt_CB,CT_E_ZMD_1000_0:0_F,S_Q_G,S_E_AL,S_E_NZ,S_E_FZG
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,left,all,12228,908,0.0742558063460909,0.7704097976920172,0.0979149359309303,0.7543462867330827,6.249739257851616,0.0439426621020464,0.141478734440222,0.9317046932694918,6.86261299538474,0.0764081008615877,22.88246767548097,0.0001336591611031,31.09785470869832,8.959599487101677e-06,31.280187346552115,2.240994503033278e-05,6.206772640783619,0.7783835947263954,1.0,21.77466835325261,-33600.59967581486,1836.9490592078232,163.9004693365058
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,left,train,10025,727,0.0725187032418952,0.3528978994617274,0.8988594094462314,0.3430877295795389,3.542314316159718,0.1701360006263474,1.671835443194709,0.4334764881023094,4.128808895026514,0.2478868196156134,19.38722825681307,0.0006595403694129,23.109951256543035,0.0003216126880176,23.37981942102438,0.0006787539390055,4.718490477477458,0.0468060185203287,1.0,17.5997493069372,-27774.60241606912,1491.80648737887,132.3442479803859
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,left,forecast,2203,181,0.0821606899682251,0.2096841948735852,1.5827988052194542,0.2083580083942041,6.23565911560172,0.0442531130849357,8.433981793525824,0.0147429408563853,14.96993290831063,0.0018425244683106,16.09144324439802,0.0028988831838036,22.57899361285046,0.000406209401476,22.64355375245788,0.0009250869504332,4.738915913933723,1.1941611301933206,1.0,4.174919046315418,-5825.997259745744,345.1425718289533,31.55622135611992
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,right,all,12228,736,0.0601897284919856,1.6441170982819228e-10,41.264279294267,1.3297685175217566e-10,57.7710040316224,2.852162950262027e-13,39.72937726500234,2.359800799212053e-09,48.33942896122037,1.803175386783096e-10,49.744714629790906,4.0823333602446605e-10,52.83685500454585,3.632991685265097e-10,53.431753907536496,9.60360568846852e-10,0.2216508123093067,1.0839794661090645,0.574,19.789592788803954,-34581.9994592123,1768.337799662343,152.84838298828964
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,right,train,10025,616,0.0614463840399002,1.3315211738946837e-07,28.16517512876908,1.1139086419920122e-07,43.49591525754113,3.589070152187901e-10,28.12267087437654,7.82059167758753e-07,36.098249464350296,7.138624424918305e-08,38.51281801202013,8.78234077683615e-08,42.05258570892425,5.7478282688983036e-08,42.12880928952942,1.7341668756554185e-07,-0.6368863864502158,0.6323492563845986,0.27,16.20422036359094,-28403.973361411776,1447.7180151032417,125.26079599287264
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,right,forecast,2203,120,0.0544711756695415,0.0001646513644298,14.690404019595237,0.0001266897145628,15.909124497520908,0.000351056896705,13.479402917666809,0.0011830002781854,14.22518314646897,0.002614124805774,14.452459487214698,0.0059825884994808,14.437958722770862,0.0130542051641944,16.011936239559486,0.0136900443294325,1.705711885372105,1.6977948860060037,0.975,3.585372425213011,-6178.026097800524,320.6197845591016,27.587586995417016
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,left,all,12228,888,0.0726202158979391,0.9582788725397748,0.0026266739105267,0.9591254438263548,5.739358070707567,0.0567171278515835,0.0792362445259873,0.9611564133142578,6.444405697295665,0.0918809800634993,25.61905394899115,3.776347244222045e-05,33.45996209467264,3.0492751876831647e-06,33.44632194770632,8.603125503992004e-06,6.059829927540072,0.5780839894444282,1.0,21.26263293830938,-33503.47223008225,1846.5586717320607,164.8517901793012
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,left,train,10025,710,0.0708229426433915,0.5376984514821829,0.422318858671133,0.5157822409413371,2.916191639505996,0.2326789157571391,0.9747170335986794,0.6142467756760043,3.352644081636371,0.3403825217292957,21.381421968662945,0.0002660260315974,25.638663384355688,0.0001048486681646,25.649203243687698,0.0002587545431227,4.6038106792623,0.2697025157899321,1.0,17.180474370776714,-27697.695303076143,1499.401822237225,133.07174723300534
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,left,forecast,2203,178,0.0807989105764866,0.1389403494742107,2.1812585549187133,0.1397001808892101,6.409501826899259,0.0405690055730927,8.27893713699377,0.0159313156582804,14.331221855305456,0.0024872771403877,15.805137217825491,0.0032921028110829,20.38004073482521,0.0010602429648722,20.533206030883942,0.0022245127588474,4.636490680583669,1.007675362497794,1.0,4.082158567532666,-5805.776927006108,347.1568494948365,31.78004294629585
DAX,EUREX,1975-01-01,2015-01-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,right,all,12228,703,0.0574910042525351,4.197581594850056e-11,43.880976470693895,3.489641908771546e-11,60.5069741662528,7.260858581048525e-14,41.48995404266376,9.785228183289971e-10,49.81443175353315,8.750256075273909e-11,50.64002973249456,2.6542590347844447e-10,52.45318977076874,4.3551739992153666e-10,53.03644790549244,1.1536275268397842e-09,0.5362665586933999,0.4284584207129295,0.72,19.29762471793956,-34510.88116584503,1775.9164761088705,153.48785772022765
