tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,T,N_M,N_M_1,N_M_2,meta_res_start,meta_res_end,meta_res_delta
DJI,NASDAQ,1975-01-01,2015-01-01,0.075,0.075,left,right,0.0,0.0,-0.0128534618131196,0.0132485274356873,False,False,SLSQP,True,10092,1514,757,757,2023-09-21 11:05:32.838009+00:00,2023-09-21 11:31:00.066599+00:00,0 days 00:25:27.228153100
DJI,NASDAQ,1975-01-01,2015-01-01,0.075,0.075,left,right,0.0,0.0,-0.0128534618131196,0.0132485274356873,False,False,SLSQP,False,10092,1514,757,757,2023-09-21 11:32:35.234737+00:00,2023-09-21 12:02:21.628645+00:00,0 days 00:29:46.393947400
DJI,NASDAQ,1975-01-01,2015-01-01,0.0875,0.0875,left,right,0.0,0.0,-0.0118069350122938,0.0123677886975165,False,False,SLSQP,True,10092,1766,883,883,2023-09-21 12:05:27.348461+00:00,2023-09-21 12:36:24.199809+00:00,0 days 00:30:56.851038900
DJI,NASDAQ,1975-01-01,2015-01-01,0.0875,0.0875,left,right,0.0,0.0,-0.0118069350122938,0.0123677886975165,False,False,SLSQP,False,10092,1766,883,883,2023-09-21 12:37:58.432645+00:00,2023-09-21 13:15:25.528754+00:00,0 days 00:37:27.096223
DJI,NASDAQ,1975-01-01,2015-01-01,0.1,0.1,left,right,0.0,0.0,-0.0109270879236789,0.0115472931358328,False,False,SLSQP,True,10092,2020,1010,1010,2023-09-21 13:18:48.263665+00:00,2023-09-21 13:53:29.246278+00:00,0 days 00:34:40.982775800
DJI,NASDAQ,1975-01-01,2015-01-01,0.1,0.1,left,right,0.0,0.0,-0.0109270879236789,0.0115472931358328,False,False,SLSQP,False,10092,2020,1010,1010,2023-09-21 13:56:59.834426+00:00,2023-09-21 14:40:36.226826+00:00,0 days 00:43:36.392408800
DJI,NASDAQ,1975-01-01,2015-01-01,0.1125,0.1125,left,right,0.0,0.0,-0.0101365078383501,0.0108399880467653,False,False,SLSQP,True,10092,2272,1136,1136,2023-09-21 14:43:30.536352+00:00,2023-09-21 15:24:24.158446+00:00,0 days 00:40:51.679508200
DJI,NASDAQ,1975-01-01,2015-01-01,0.1125,0.1125,left,right,0.0,0.0,-0.0101365078383501,0.0108399880467653,False,False,SLSQP,False,10092,2272,1136,1136,2023-09-21 15:33:18.587891+00:00,2023-09-21 16:22:33.178405+00:00,0 days 00:49:14.590203400
DJI,NASDAQ,1975-01-01,2015-01-01,0.125,0.125,left,right,0.0,0.0,-0.0094941951739317,0.0101377053931493,False,False,SLSQP,True,10092,2524,1262,1262,2023-09-21 16:32:22.801571+00:00,2023-09-21 17:22:20.528089+00:00,0 days 00:49:57.726698400
DJI,NASDAQ,1975-01-01,2015-01-01,0.125,0.125,left,right,0.0,0.0,-0.0094941951739317,0.0101377053931493,False,False,SLSQP,False,10092,2524,1262,1262,2023-09-21 17:28:23.352328+00:00,2023-09-21 18:24:55.132373+00:00,0 days 00:56:31.780127199
DJI,NASDAQ,1975-01-01,2015-01-01,0.1375,0.1375,left,right,0.0,0.0,-0.0088976688996722,0.0095674235684401,False,False,SLSQP,True,10092,2776,1388,1388,2023-09-21 18:38:43.707143+00:00,2023-09-21 19:30:19.395194+00:00,0 days 00:51:35.688347700
DJI,NASDAQ,1975-01-01,2015-01-01,0.1375,0.1375,left,right,0.0,0.0,-0.0088976688996722,0.0095674235684401,False,False,SLSQP,False,10092,2776,1388,1388,2023-09-21 19:45:58.609373+00:00,2023-09-21 20:53:27.756823+00:00,0 days 01:07:29.147408799
DJI,NASDAQ,1975-01-01,2015-01-01,0.15,0.15,left,right,0.0,0.0,-0.0083774500000988,0.0089950743945181,False,False,SLSQP,True,10092,3028,1514,1514,2023-09-21 20:57:36.407622+00:00,2023-09-21 21:33:52.007400+00:00,0 days 00:36:15.599637899
DJI,NASDAQ,1975-01-01,2015-01-01,0.15,0.15,left,right,0.0,0.0,-0.0083774500000988,0.0089950743945181,False,False,SLSQP,False,10092,3028,1514,1514,2023-09-21 22:01:12.095805+00:00,2023-09-21 23:25:28.056922+00:00,0 days 01:24:15.961078800
DJI,NASDAQ,1975-01-01,2015-01-01,0.1625,0.1625,left,right,0.0,0.0,-0.0078371636135566,0.0085378915589519,False,False,SLSQP,True,10092,3280,1640,1640,2023-09-21 23:28:37.402848+00:00,2023-09-22 00:36:50.323347+00:00,0 days 01:08:12.920742800
DJI,NASDAQ,1975-01-01,2015-01-01,0.1625,0.1625,left,right,0.0,0.0,-0.0078371636135566,0.0085378915589519,False,False,SLSQP,False,10092,3280,1640,1640,2023-09-22 00:50:06.934698+00:00,2023-09-22 02:16:32.391900+00:00,0 days 01:26:25.457379400
DJI,NASDAQ,1975-01-01,2015-01-01,0.175,0.175,left,right,0.0,0.0,-0.0073582099117036,0.0080458767564539,False,False,SLSQP,True,10092,3532,1766,1766,2023-09-22 02:36:12.207473+00:00,2023-09-22 03:52:36.322830+00:00,0 days 01:16:24.115620800
DJI,NASDAQ,1975-01-01,2015-01-01,0.175,0.175,left,right,0.0,0.0,-0.0073582099117036,0.0080458767564539,False,False,SLSQP,False,10092,3532,1766,1766,2023-09-22 04:06:12.182206+00:00,2023-09-22 05:46:00.802379+00:00,0 days 01:39:48.620460
DJI,NASDAQ,1975-01-01,2015-01-01,0.1875,0.1875,left,right,0.0,0.0,-0.0068842098097412,0.0075367746731692,False,False,SLSQP,True,10092,3786,1893,1893,2023-09-22 05:47:45.812960+00:00,2023-09-22 07:04:16.416382+00:00,0 days 01:16:30.602970100
DJI,NASDAQ,1975-01-01,2015-01-01,0.1875,0.1875,left,right,0.0,0.0,-0.0068842098097412,0.0075367746731692,False,False,SLSQP,False,10092,3786,1893,1893,2023-09-22 07:26:49.322937+00:00,2023-09-22 09:09:39.895192+00:00,0 days 01:42:50.572304100
DJI,NASDAQ,1975-01-01,2015-01-01,0.2,0.2,left,right,0.0,0.0,-0.0064137810096411,0.0071254268205237,False,False,SLSQP,True,10092,4038,2019,2019,2023-09-22 09:22:12.468767+00:00,2023-09-22 10:48:49.102056+00:00,0 days 01:26:36.633515
DJI,NASDAQ,1975-01-01,2015-01-01,0.2,0.2,left,right,0.0,0.0,-0.0064137810096411,0.0071254268205237,False,False,SLSQP,False,10092,4038,2019,2019,2023-09-22 11:04:27.299363+00:00,2023-09-22 12:56:30.736879+00:00,0 days 01:52:03.437702500
DJI,NASDAQ,1975-01-01,2015-01-01,0.2125,0.2125,left,right,0.0,0.0,-0.0060001706312722,0.0066408385033282,False,False,SLSQP,True,10092,4290,2145,2145,2023-09-22 13:11:22.783097+00:00,2023-09-22 14:47:24.268929+00:00,0 days 01:36:01.485540
DJI,NASDAQ,1975-01-01,2015-01-01,0.2125,0.2125,left,right,0.0,0.0,-0.0060001706312722,0.0066408385033282,False,False,SLSQP,False,10092,4290,2145,2145,2023-09-22 15:03:54.206120+00:00,2023-09-22 17:04:59.101591+00:00,0 days 02:01:04.895085
DJI,NASDAQ,1975-01-01,2015-01-01,0.225,0.225,left,right,0.0,0.0,-0.0055872696814567,0.0063400869411939,False,False,SLSQP,True,10092,4542,2271,2271,2023-09-22 17:06:50.435597+00:00,2023-09-22 18:50:51.164534+00:00,0 days 01:44:00.728690
DJI,NASDAQ,1975-01-01,2015-01-01,0.225,0.225,left,right,0.0,0.0,-0.0055872696814567,0.0063400869411939,False,False,SLSQP,False,10092,4542,2271,2271,2023-09-22 19:08:54.198586+00:00,2023-09-22 21:10:33.140282+00:00,0 days 02:01:38.941748800
DJI,NASDAQ,1975-01-01,2015-01-01,0.2375,0.2375,left,right,0.0,0.0,-0.0052107491778184,0.0059722636621168,False,False,SLSQP,True,10092,4794,2397,2397,2023-09-22 21:35:31.112777+00:00,2023-09-22 23:29:32.438419+00:00,0 days 01:54:01.325869800
DJI,NASDAQ,1975-01-01,2015-01-01,0.2375,0.2375,left,right,0.0,0.0,-0.0052107491778184,0.0059722636621168,False,False,SLSQP,False,10092,4794,2397,2397,2023-09-22 23:35:05.278938+00:00,2023-09-23 01:49:34.819672+00:00,0 days 02:14:29.540491700
DJI,NASDAQ,1975-01-01,2015-01-01,0.25,0.25,left,right,0.0,0.0,-0.0048592814839518,0.0056934913691932,False,False,SLSQP,True,10092,5046,2523,2523,2023-09-23 02:09:05.565965+00:00,2023-09-23 04:04:18.746746+00:00,0 days 01:55:13.180728
DJI,NASDAQ,1975-01-01,2015-01-01,0.25,0.25,left,right,0.0,0.0,-0.0048592814839518,0.0056934913691932,False,False,SLSQP,False,10092,5046,2523,2523,2023-09-23 04:34:21.937065+00:00,2023-09-23 06:55:07.855163+00:00,0 days 02:20:45.918280799
