tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,mode,mark,dist,bound,df,nc,T,N_data_H_B,N_params_H_B,log_L_H_B,AIC_H_B,BIC_H_B,opt_start,opt_end,opt_delta
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi,mark,norm,both,,,12210,11904,0,38264.75843023847,-76529.51686047694,-76529.51686047694,2023-09-23 14:09:31.646846+00:00,2023-09-23 14:09:31.646846+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi,mark,t,both,10.736190037010491,,12210,11904,1,38491.35705597066,-76980.71411194131,-76973.32948218424,2023-09-23 14:09:56.524688+00:00,2023-09-23 14:09:58.231151+00:00,0 days 00:00:01.706104100
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi,unmark,norm,both,,,12210,11904,0,38271.51688372572,-76543.03376745144,-76543.03376745144,2023-09-23 14:10:35.727817+00:00,2023-09-23 14:10:35.727817+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi,unmark,t,both,10.662399397791567,,12210,11904,1,38502.34225706657,-77002.68451413314,-76995.29988437607,2023-09-23 14:11:02.217040+00:00,2023-09-23 14:11:04.026091+00:00,0 days 00:00:01.808819799
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,mark,norm,both,,,12210,11904,0,38077.98620635949,-76155.97241271898,-76155.97241271898,2023-09-23 14:11:41.821514+00:00,2023-09-23 14:11:41.821514+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,mark,norm,left,,,12210,11904,1,38175.75749284279,-76349.51498568559,-76342.13035592852,2023-09-23 14:12:08.466371+00:00,2023-09-23 14:12:08.466371+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,mark,norm,right,,,12210,11904,0,38187.44440787467,-76374.88881574933,-76374.88881574933,2023-09-23 14:12:23.054384+00:00,2023-09-23 14:12:23.054384+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,mark,t,both,9.23661215133718,,12210,11904,1,38337.99414985704,-76673.98829971408,-76666.60366995701,2023-09-23 14:12:36.677069+00:00,2023-09-23 14:12:38.002708+00:00,0 days 00:00:01.325350
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,mark,t,left,6.4837507095561735,,12210,11904,0,38630.54501516599,-77261.09003033198,-77261.09003033198,2023-09-23 14:13:14.557564+00:00,2023-09-23 14:13:15.795627+00:00,0 days 00:00:01.237828399
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,mark,t,right,6.851903287477957,,12210,11904,1,38618.13725547172,-77234.27451094345,-77226.88988118638,2023-09-23 14:13:40.591897+00:00,2023-09-23 14:13:41.920538+00:00,0 days 00:00:01.328635499
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,unmark,norm,both,,,12210,11904,0,38074.948282703415,-76149.89656540683,-76149.89656540683,2023-09-23 14:14:04.146103+00:00,2023-09-23 14:14:04.146103+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,unmark,norm,left,,,12210,11904,1,38180.83778968535,-76359.6755793707,-76352.29094961363,2023-09-23 14:14:30.052826+00:00,2023-09-23 14:14:30.052826+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,unmark,norm,right,,,12210,11904,0,38182.1020698374,-76364.2041396748,-76364.2041396748,2023-09-23 14:14:44.984634+00:00,2023-09-23 14:14:44.984634+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,unmark,t,both,9.30958676369207,,12210,11904,1,38331.46675606162,-76660.93351212324,-76653.54888236617,2023-09-23 14:14:58.277538+00:00,2023-09-23 14:14:59.769318+00:00,0 days 00:00:01.491781099
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,unmark,t,left,6.499659398369224,,12210,11904,0,38635.541614087706,-77271.08322817541,-77271.08322817541,2023-09-23 14:15:34.972016+00:00,2023-09-23 14:15:36.223089+00:00,0 days 00:00:01.250835300
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,unmark,t,right,6.801263052411622,,12210,11904,1,38617.517277872495,-77233.03455574499,-77225.64992598792,2023-09-23 14:16:00.297741+00:00,2023-09-23 14:16:01.617372+00:00,0 days 00:00:01.319486199
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci,mark,norm,both,,,12210,11904,0,38344.448447622446,-76688.89689524489,-76688.89689524489,2023-09-23 14:16:22.663927+00:00,2023-09-23 14:16:22.663927+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci,mark,t,both,7.466926810764604,,12210,11904,1,38742.20497894596,-77482.40995789193,-77475.02532813486,2023-09-23 14:16:47.790982+00:00,2023-09-23 14:16:49.228715+00:00,0 days 00:00:01.437936999
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci,unmark,norm,both,,,12210,11904,0,38347.74453970861,-76695.48907941722,-76695.48907941722,2023-09-23 14:17:27.256836+00:00,2023-09-23 14:17:27.256836+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci,unmark,t,both,7.460122153103918,,12210,11904,1,38748.05787061105,-77494.1157412221,-77486.73111146502,2023-09-23 14:17:51.956023+00:00,2023-09-23 14:17:53.396259+00:00,0 days 00:00:01.440181300
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci_s,mark,norm,both,,,12210,11904,0,38312.35967564782,-76624.71935129564,-76624.71935129564,2023-09-23 14:18:30.252374+00:00,2023-09-23 14:18:30.252374+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci_s,mark,t,both,7.321069622451238,,12210,11904,1,38714.97490941157,-77427.94981882314,-77420.56518906607,2023-09-23 14:18:56.469364+00:00,2023-09-23 14:18:57.928615+00:00,0 days 00:00:01.458906099
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci_s,unmark,norm,both,,,12210,11904,0,38322.08014253441,-76644.16028506882,-76644.16028506882,2023-09-23 14:19:39.099933+00:00,2023-09-23 14:19:39.099933+00:00,0 days 00:00:00
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci_s,unmark,t,both,7.318929792020102,,12210,11904,1,38728.57409118701,-77455.14818237402,-77447.76355261695,2023-09-23 14:20:04.039327+00:00,2023-09-23 14:20:05.468052+00:00,0 days 00:00:01.428732900
