tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,mode,mark,a_lambda_1,a_lambda_2,gamma_1_1,gamma_1_2,gamma_2_1,gamma_2_2,beta_1,beta_2,nu_1,nu_2,omega_1,omega_2,xi_1,xi_2,varsigma_1,varsigma_2,eta_1,eta_2,alpha_1,alpha_2,mu_1,mu_2
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi,mark,,,0.0681998688512629,0.0736021777162321,0.0604961543884557,0.0656580148197871,0.0444546471913392,0.0064631411399024,,,,,0.0972685696850651,0.1341592744830035,0.0015650004105821,0.001386356864867,0.019101799984993,0.0165276347699247,0.584875418285055,0.1582062462158332,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi,unmark,,,0.0851173764564676,0.0894905118749165,0.0694216794978398,0.0721027484179404,0.0385575171495179,0.0073584998566722,,,,,0.1020420497684758,0.1113450170988303,0.0015064497088158,0.0013664695683015,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,mark,,,0.0476811769900847,,,0.0514515800120202,0.0109585319094865,0.0070337076252689,,,,,0.0988665302843514,0.1077880802194337,0.0015943851731949,0.0014704977131653,0.0215981947164083,0.0202733028565212,0.3064445416365757,0.5960094792619439,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,bi_d,unmark,,,0.0470412802581729,,,0.0504830179079587,0.0106415970898599,0.0074550059443767,,,,,0.1020420497684758,0.1113450170988303,0.0015064497088158,0.0013664695683015,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci,mark,,,0.0498368301219455,0.052659936019777,0.0498368301219455,0.052659936019777,0.0381151205762968,0.0064898780455976,,,,,0.0942426830457153,0.031328231349025,0.001544072605267,0.0009647729101898,0.0171252222904513,0.0155692209241838,0.5545856662634436,0.0626372263507472,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci,unmark,,,0.0600597580465052,0.0615763098387326,0.0600597580465052,0.0615763098387326,0.0380137543264905,0.007008182566108,,,,,0.1020420497684758,0.1113450170988303,0.0015064497088158,0.0013664695683015,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci_s,mark,,,0.0159932031836896,0.0159932031836896,0.0159932031836896,0.0159932031836896,0.0117587960432837,0.0117587960432837,,,,,0.0663918636667861,0.0663918636667861,0.0009539806088322,0.0009539806088322,0.0147214291134177,0.0147214291134177,0.3329620864053051,0.3329620864053051,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,True,ci_s,unmark,,,0.0155151865626782,0.0155151865626782,0.0155151865626782,0.0155151865626782,0.0107685759367439,0.0107685759367439,,,,,0.077023814754852,0.077023814754852,0.0010280718771864,0.0010280718771864,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,bi,mark,0.0023669174550861,0.0026838516361853,0.0705502556879981,0.0741529555197699,0.0694294219847364,0.0682032709715825,0.0421873703628865,0.0062585482553392,,,,,0.0927384781102534,0.113619477507399,0.0014335238982529,0.0003566288382786,0.0161509767032921,0.0172009370519896,0.5485751016308543,0.1438655589577008,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,bi,unmark,0.0023971897898869,0.0025977047886261,0.0860230213382975,0.0873882252703114,0.0786282009593727,0.0754131763505987,0.0380824273334852,0.0071536711115461,,,,,0.1020420497684758,0.1113450170988303,0.0015064497088158,0.0013664695683015,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,bi_d,mark,0.0021971902528533,0.0029371585034414,0.0638499625105455,,,0.0728034908616244,0.0109436224160948,0.0070190959701291,,,,,0.0983591968793284,0.1079048223764883,0.001583162336482,0.0015024690901083,0.0226800834575193,0.0214374616836958,0.3031031757349697,0.587745017210972,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,bi_d,unmark,0.0022092406832206,0.0027927832763929,0.0629489862161545,,,0.0689462349051234,0.0106295338591623,0.0073699492041723,,,,,0.1020420497684758,0.1113450170988303,0.0015064497088158,0.0013664695683015,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,ci,mark,0.0024696116965102,0.0024696116965102,0.0536694059282908,0.052907319439016,0.0536694059282908,0.052907319439016,0.039882072719707,0.0063942013510758,,,,,0.0958032791635369,0.087849871914727,0.0015378700169544,0.0011189341641017,0.0177405337423135,0.0180340766919568,0.5256726666653844,0.0307430394624056,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,ci,unmark,0.0024783216601302,0.0024783216601302,0.0620137060238959,0.0610744040898259,0.0620137060238959,0.0610744040898259,0.037554676551144,0.0069650541756052,,,,,0.1020420497684758,0.1113450170988303,0.0015064497088158,0.0013664695683015,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,ci_s,mark,0.0031623490608621,0.0031623490608621,0.0283350824199021,0.0283350824199021,0.0283350824199021,0.0283350824199021,0.0117603811723097,0.0117603811723097,,,,,0.0661252733914262,0.0661252733914262,0.000957621917214,0.000957621917214,0.0148846425909474,0.0148846425909474,0.3377336358633112,0.3377336358633112,,
DAX,EUREX,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0292512059364887,0.0286988462538967,False,False,SLSQP,False,ci_s,unmark,0.0031887034483776,0.0031887034483776,0.0271253439009574,0.0271253439009574,0.0271253439009574,0.0271253439009574,0.0107826267732809,0.0107826267732809,,,,,0.077023814754852,0.077023814754852,0.0010280718771864,0.0010280718771864,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,bi,mark,,,0.0523304219447933,0.0605377235420045,0.0501204352836212,0.0590296647513775,0.0215224535098315,0.0048475981399354,,,,,0.0654797245428606,0.0698414865585633,0.0006709121279124,0.0006044920649471,0.0088572374131226,0.0091319280356175,0.478967446609735,0.5212972999475093,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,bi,unmark,,,0.0531200354516833,0.0627754686110001,0.0535742461616868,0.0616131199441555,0.0183201257488525,0.0055745855988338,,,,,0.0800597996900404,0.079084894603525,0.0007586974337268,0.0007603525047614,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,bi_d,mark,,,0.0392958131392516,,,0.0449020306496598,0.0094175402821899,0.0065055016143337,,,,,0.0652374936927143,0.0748121786653157,0.0006382097323494,0.0007375092832145,0.0099470993725336,0.0112266332321508,0.1890934634690548,3.2237086812785942,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,bi_d,unmark,,,0.0398260358175819,,,0.0435650725343099,0.0101716058568588,0.0069222017086202,,,,,0.0800597996900404,0.079084894603525,0.0007586974337268,0.0007603525047614,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,ci,mark,,,0.0414625083772668,0.0483153298095041,0.0414625083772668,0.0483153298095041,0.0212300865152626,0.0048555061237693,,,,,0.0655500509542175,0.0724324196189449,0.0006641625956316,0.00063554413164,0.0085062687156951,0.0090141847950869,0.4681928601594498,0.5341664577669452,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,ci,unmark,,,0.0422038167266489,0.0484371682945612,0.0422038167266489,0.0484371682945612,0.0183230133503128,0.005348416861771,,,,,0.0800597996900404,0.079084894603525,0.0007586974337268,0.0007603525047614,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,ci_s,mark,,,0.0129232592456199,0.0129232592456199,0.0129232592456199,0.0129232592456199,0.0099722249473184,0.0099722249473184,,,,,0.0458112926236338,0.0458112926236338,0.0004353764060824,0.0004353764060824,0.0068490286000554,0.0068490286000554,0.4683564547872489,0.4683564547872489,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,True,ci_s,unmark,,,0.0126838070982123,0.0126838070982123,0.0126838070982123,0.0126838070982123,0.0097140023967805,0.0097140023967805,,,,,0.0563970515269108,0.0563970515269108,0.0005376207105856,0.0005376207105856,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,bi,mark,0.0043677935232986,0.0046183017181354,0.05556754899511,0.0610567973303839,0.0561426526433159,0.0606634089313845,0.0211943900687454,0.0048329759234916,,,,,0.0643882226812642,0.0571638416398624,0.0006552408410103,0.0005728963247992,0.0091719714837686,0.0094387701368826,0.4569933686877727,0.468119020288478,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,bi,unmark,0.0043251252967562,0.0044841241715802,0.056543648675992,0.0627942129663151,0.0595191410313953,0.0637669357639997,0.0183581783719454,0.0054990519462642,,,,,0.0800597996900404,0.079084894603525,0.0007586974337268,0.0007603525047614,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,bi_d,mark,0.0036286516734697,0.003921531765741,0.0505177606382602,,,0.0589804133396899,0.0094833424937851,0.0063600060518192,,,,,0.0654350018889901,0.0717122790079847,0.0006367093916108,0.0007238775560594,0.0106781868427194,0.0113644124318645,0.2146716579089911,2.9007673449462734,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,bi_d,unmark,0.003644666113258,0.0038387697857257,0.0505033276830905,,,0.0534391351680692,0.0101420503909968,0.006905059940621,,,,,0.0800597996900404,0.079084894603525,0.0007586974337268,0.0007603525047614,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,ci,mark,0.0044681004339615,0.0044681004339615,0.0444701506245335,0.048767374989197,0.0444701506245335,0.048767374989197,0.0213181431771591,0.0048551032559413,,,,,0.0646875885536057,0.0698342130948272,0.0006601965912449,0.0006125178291426,0.008701305406375,0.0094590815998703,0.470650682659253,0.5319674029679485,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,ci,unmark,0.0044218212401435,0.0044218212401435,0.0443883285053338,0.0482272606941672,0.0443883285053338,0.0482272606941672,0.018302892113725,0.0052931205336773,,,,,0.0800597996900404,0.079084894603525,0.0007586974337268,0.0007603525047614,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,ci_s,mark,0.0049499272782655,0.0049499272782655,0.0218929343358735,0.0218929343358735,0.0218929343358735,0.0218929343358735,0.0100323877314058,0.0100323877314058,,,,,0.0461349242579631,0.0461349242579631,0.0004399772515041,0.0004399772515041,0.0069515317997097,0.0069515317997097,0.4806336185010115,0.4806336185010115,,
DAX,EUREX,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0237163827011817,0.0226159071267022,False,False,SLSQP,False,ci_s,unmark,0.0049437518427694,0.0049437518427694,0.0204803868329147,0.0204803868329147,0.0204803868329147,0.0204803868329147,0.0097372420183414,0.0097372420183414,,,,,0.0563970515269108,0.0563970515269108,0.0005376207105856,0.0005376207105856,,,,,,
DAX,EUREX,1959-10-02,2008-09-01,0.0375,0.0375,left,right,0.0,0.0,-0.0198008784571685,0.0195299270998476,False,False,SLSQP,True,bi,mark,,,0.0433459136448356,0.0519441070982586,0.0422294577427659,0.0496118096237712,0.0176824039917539,0.0062535297352002,,,,,0.0416197511218613,0.049007591142657,0.0005509936628608,0.0004574005079568,0.0069015017082659,0.0058408048307766,0.1860109933529379,0.4005667298872664,,
DAX,EUREX,1959-10-02,2008-09-01,0.0375,0.0375,left,right,0.0,0.0,-0.0198008784571685,0.0195299270998476,False,False,SLSQP,True,bi,unmark,,,0.0458456187272231,0.0568507908056106,0.0454681435646038,0.0530075207270388,0.0167119378709411,0.0068874537190101,,,,,0.0555899394313244,0.0604865595785309,0.0006055039952449,0.0005504068577102,,,,,,
