tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc,N_params_G,log_L_G,opt_start,opt_end,opt_delta
DAX,EUREX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0,0.035405430707757,0.0306420043084221,0.1274140033817966,,0.8542589373877716,,,4,-17420.642984127124,2023-09-27 14:41:41.962045+00:00,2023-09-27 14:41:42.357384+00:00,0 days 00:00:00.395434199
DAX,EUREX,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0,0.0397340186192718,0.0170381121616512,0.0839494144297669,,0.8805317394207931,10.27266595560105,,5,-17143.401777513627,2023-09-27 14:42:16.565225+00:00,2023-09-27 14:42:17.392437+00:00,0 days 00:00:00.827353500
DAX,EUREX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0,0.0177025117025079,0.0319642074500881,0.072975116082345,0.084966244561588,0.8630364571267587,,,5,-17368.750029032562,2023-09-27 14:43:00.293233+00:00,2023-09-27 14:43:00.436356+00:00,0 days 00:00:00.143124400
DAX,EUREX,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0,0.0278709390541251,0.0185168406267243,0.0525521368831956,0.0614980330590774,0.8802868350252891,10.669181953277889,,6,-17105.207896291835,2023-09-27 14:43:33.181943+00:00,2023-09-27 14:43:34.268376+00:00,0 days 00:00:01.086287599
