tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,xi_y_1,xi_y_2,u_y_1,u_y_2,sigma_y_1,sigma_y_2
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0125,0.343239177461103,0.0985685524948527,-2.241402727604945,2.241402727604947,0.4658520328477053,0.4448827160489252
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0125,0.38443805327945,0.1724861198584592,-2.751523593712945,2.751523593712948,0.5447583732001458,0.4595531392026401
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0125,0.3961474406183333,0.1424665581013961,-2.241402727604945,2.241402727604947,0.4488380976095166,0.3900739189557818
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.0125,0.4389729910289991,0.2346162247695537,-2.751523593712945,2.751523593712948,0.5342704125344474,0.3929886075428246
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.025,0.2413768181822482,0.0924753605259012,-1.9599639845400545,1.9599639845400545,0.477406894721205,0.4099047280473588
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.025,0.2366922290307485,0.095384205137644,-2.306004135033371,2.3060041350333704,0.5676121537233721,0.480270274096255
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.025,0.3020121743310852,0.0736090351979523,-1.9599639845400547,1.959963984540054,0.4308467020753506,0.4218844132832768
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.025,0.3275338170907683,0.0883169488110455,-2.306004135033371,2.3060041350333704,0.4799509250078923,0.4794978327095361
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0375,0.1908824868712562,0.019437122818478,-1.7804643416920254,1.7804643416920254,0.4977816692150521,0.4735212880407529
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0375,0.189293754444948,0.0331918366630046,-2.0457622740501944,2.0457622740501957,0.5806841547326391,0.5383061140512985
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0375,0.2059103069727315,0.0213863666073942,-1.7804643416920256,1.7804643416920256,0.4848524212391117,0.4735739190148149
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.0375,0.2169556770075082,0.0213281701871486,-2.0457622740501944,2.0457622740501957,0.5461939658657551,0.5560084133380476
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.05,0.1640332668550097,0.0126927593935348,-1.6448536269514729,1.6448536269514722,0.5063742964699315,0.4789032539458744
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.05,0.1525898895784442,0.0075630377136747,-1.859548037522843,1.859548037522842,0.6028151923173157,0.5702139403790748
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.05,0.1790333171455414,-0.0009970422465222,-1.6448536269514729,1.6448536269514722,0.488331322759805,0.5004712653642013
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,t,0.05,0.176688563380307,0.0186306118932492,-1.8595480375228428,1.859548037522842,0.5633634508624269,0.5551893134012205
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,norm,0.0625,0.147755333423243,0.0051608701085221,-1.5341205443525463,1.5341205443525463,0.5095227184855949,0.4868456440196652
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,0,1,t,0.0625,0.1381962054295216,0.0004036299553321,-1.7133480229380778,1.7133480229380778,0.6018558707812304,0.5796758704065716
SPX,NASDAQ,1959-10-02,2008-09-01,SLSQP,GARCH,1,1,1,norm,0.0625,0.1591348244314771,0.0124311093024304,-1.5341205443525463,1.5341205443525463,0.4923150541831971,0.4815820100484558
