tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,T,N_M,N_M_1,N_M_2,meta_res_start,meta_res_end,meta_res_delta
SPX,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0229367300879552,0.0230883438169313,False,False,SLSQP,True,12311,308,154,154,2023-09-17 06:17:47.670580+00:00,2023-09-17 06:21:03.056123+00:00,0 days 00:03:15.385769800
SPX,NASDAQ,1959-10-02,2008-09-01,0.0125,0.0125,left,right,0.0,0.0,-0.0229367300879552,0.0230883438169313,False,False,SLSQP,False,12311,308,154,154,2023-09-17 06:22:32.966952+00:00,2023-09-17 06:26:46.982420+00:00,0 days 00:04:14.015681299
SPX,NASDAQ,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0184490699082569,0.0187723392745362,False,False,SLSQP,True,12311,616,308,308,2023-09-17 06:28:32.212925+00:00,2023-09-17 06:35:35.541013+00:00,0 days 00:07:03.328216599
SPX,NASDAQ,1959-10-02,2008-09-01,0.025,0.025,left,right,0.0,0.0,-0.0184490699082569,0.0187723392745362,False,False,SLSQP,False,12311,616,308,308,2023-09-17 06:37:13.680919+00:00,2023-09-17 06:45:44.648882+00:00,0 days 00:08:30.967966400
SPX,NASDAQ,1959-10-02,2008-09-01,0.0375,0.0375,left,right,0.0,0.0,-0.0159699038733648,0.0162187986624159,False,False,SLSQP,True,12311,924,462,462,2023-09-17 06:47:42.712925+00:00,2023-09-17 06:58:51.221882+00:00,0 days 00:11:08.508768200
SPX,NASDAQ,1959-10-02,2008-09-01,0.0375,0.0375,left,right,0.0,0.0,-0.0159699038733648,0.0162187986624159,False,False,SLSQP,False,12311,924,462,462,2023-09-17 07:00:18.238722+00:00,2023-09-17 07:14:08.817569+00:00,0 days 00:13:50.578524600
SPX,NASDAQ,1959-10-02,2008-09-01,0.05,0.05,left,right,0.0,0.0,-0.0144360023582295,0.0145738296389419,False,False,SLSQP,True,12311,1232,616,616,2023-09-17 07:15:36.363865+00:00,2023-09-17 07:30:58.062080+00:00,0 days 00:15:21.698085500
SPX,NASDAQ,1959-10-02,2008-09-01,0.05,0.05,left,right,0.0,0.0,-0.0144360023582295,0.0145738296389419,False,False,SLSQP,False,12311,1232,616,616,2023-09-17 07:32:30.929453+00:00,2023-09-17 07:52:09.321940+00:00,0 days 00:19:38.392689400
SPX,NASDAQ,1959-10-02,2008-09-01,0.0625,0.0625,left,right,0.0,0.0,-0.0130930101668255,0.0131354861940786,False,False,SLSQP,True,12311,1540,770,770,2023-09-17 07:53:38.357516+00:00,2023-09-17 08:13:27.932622+00:00,0 days 00:19:49.574838500
SPX,NASDAQ,1959-10-02,2008-09-01,0.0625,0.0625,left,right,0.0,0.0,-0.0130930101668255,0.0131354861940786,False,False,SLSQP,False,12311,1540,770,770,2023-09-17 08:14:58.487505+00:00,2023-09-17 08:41:38.165824+00:00,0 days 00:26:39.678118700
SPX,NASDAQ,1959-10-02,2008-09-01,0.075,0.075,left,right,0.0,0.0,-0.0116541373473821,0.0118992387540379,False,False,SLSQP,True,12311,1848,924,924,2023-09-17 08:43:08.319862+00:00,2023-09-17 09:08:46.570850+00:00,0 days 00:25:38.250892800
SPX,NASDAQ,1959-10-02,2008-09-01,0.075,0.075,left,right,0.0,0.0,-0.0116541373473821,0.0118992387540379,False,False,SLSQP,False,12311,1848,924,924,2023-09-17 09:10:18.876239+00:00,2023-09-17 09:41:44.786734+00:00,0 days 00:31:25.910409899
SPX,NASDAQ,1959-10-02,2008-09-01,0.0875,0.0875,left,right,0.0,0.0,-0.0107892438815598,0.0109701635551744,False,False,SLSQP,True,12311,2156,1078,1078,2023-09-17 09:43:28.627044+00:00,2023-09-17 10:15:11.795383+00:00,0 days 00:31:43.168209400
SPX,NASDAQ,1959-10-02,2008-09-01,0.0875,0.0875,left,right,0.0,0.0,-0.0107892438815598,0.0109701635551744,False,False,SLSQP,False,12311,2156,1078,1078,2023-09-17 10:18:28.261356+00:00,2023-09-17 10:57:00.419450+00:00,0 days 00:38:32.157893800
SPX,NASDAQ,1959-10-02,2008-09-01,0.1,0.1,left,right,0.0,0.0,-0.010019869424827,0.0101736080716827,False,False,SLSQP,True,12311,2462,1231,1231,2023-09-17 11:01:12.984172+00:00,2023-09-17 11:41:44.710601+00:00,0 days 00:40:31.726642700
SPX,NASDAQ,1959-10-02,2008-09-01,0.1,0.1,left,right,0.0,0.0,-0.010019869424827,0.0101736080716827,False,False,SLSQP,False,12311,2462,1231,1231,2023-09-17 11:45:29.042041+00:00,2023-09-17 12:40:33.909925+00:00,0 days 00:55:04.867851499
SPX,NASDAQ,1959-10-02,2008-09-01,0.1125,0.1125,left,right,0.0,0.0,-0.0092994391085572,0.0095499599341317,False,False,SLSQP,True,12311,2770,1385,1385,2023-09-17 12:42:10.324348+00:00,2023-09-17 13:34:58.321515+00:00,0 days 00:52:47.997459600
SPX,NASDAQ,1959-10-02,2008-09-01,0.1125,0.1125,left,right,0.0,0.0,-0.0092994391085572,0.0095499599341317,False,False,SLSQP,False,12311,2770,1385,1385,2023-09-17 13:36:36.795710+00:00,2023-09-17 14:41:13.217165+00:00,0 days 01:04:36.421082500
SPX,NASDAQ,1959-10-02,2008-09-01,0.125,0.125,left,right,0.0,0.0,-0.0086528578024511,0.0088639755256603,False,False,SLSQP,True,12311,3078,1539,1539,2023-09-17 14:42:53.169630+00:00,2023-09-17 15:34:49.043968+00:00,0 days 00:51:55.874238200
SPX,NASDAQ,1959-10-02,2008-09-01,0.125,0.125,left,right,0.0,0.0,-0.0086528578024511,0.0088639755256603,False,False,SLSQP,False,12311,3078,1539,1539,2023-09-17 15:47:53.908500+00:00,2023-09-17 16:56:09.308789+00:00,0 days 01:08:15.400315099
SPX,NASDAQ,1959-10-02,2008-09-01,0.1375,0.1375,left,right,0.0,0.0,-0.0081064872306069,0.0083847341237339,False,False,SLSQP,True,12311,3386,1693,1693,2023-09-17 17:05:36.197849+00:00,2023-09-17 18:09:15.065304+00:00,0 days 01:03:38.867462200
SPX,NASDAQ,1959-10-02,2008-09-01,0.1375,0.1375,left,right,0.0,0.0,-0.0081064872306069,0.0083847341237339,False,False,SLSQP,False,12311,3386,1693,1693,2023-09-17 18:23:31.307224+00:00,2023-09-17 19:56:53.452905+00:00,0 days 01:33:22.145591700
SPX,NASDAQ,1959-10-02,2008-09-01,0.15,0.15,left,right,0.0,0.0,-0.0075575526310469,0.007862695498694,False,False,SLSQP,True,12311,3694,1847,1847,2023-09-17 19:58:38.467725+00:00,2023-09-17 21:09:32.915805+00:00,0 days 01:10:54.447832299
SPX,NASDAQ,1959-10-02,2008-09-01,0.15,0.15,left,right,0.0,0.0,-0.0075575526310469,0.007862695498694,False,False,SLSQP,False,12311,3694,1847,1847,2023-09-17 21:13:45.731242+00:00,2023-09-17 22:37:58.327759+00:00,0 days 01:24:12.596542499
SPX,NASDAQ,1959-10-02,2008-09-01,0.1625,0.1625,left,right,0.0,0.0,-0.0070377736399398,0.0074329309401042,False,False,SLSQP,True,12311,4002,2001,2001,2023-09-17 22:39:41.973641+00:00,2023-09-18 00:09:26.431097+00:00,0 days 01:29:44.457396500
SPX,NASDAQ,1959-10-02,2008-09-01,0.1625,0.1625,left,right,0.0,0.0,-0.0070377736399398,0.0074329309401042,False,False,SLSQP,False,12311,4002,2001,2001,2023-09-18 00:11:14.297369+00:00,2023-09-18 01:33:27.235492+00:00,0 days 01:22:12.938351999
SPX,NASDAQ,1959-10-02,2008-09-01,0.175,0.175,left,right,0.0,0.0,-0.0066210664179402,0.0070027380263475,False,False,SLSQP,True,12311,4310,2155,2155,2023-09-18 01:53:54.236787+00:00,2023-09-18 03:29:48.808064+00:00,0 days 01:35:54.571102200
SPX,NASDAQ,1959-10-02,2008-09-01,0.175,0.175,left,right,0.0,0.0,-0.0066210664179402,0.0070027380263475,False,False,SLSQP,False,12311,4310,2155,2155,2023-09-18 03:31:36.761911+00:00,2023-09-18 04:51:20.373604+00:00,0 days 01:19:43.611424800
SPX,NASDAQ,1959-10-02,2008-09-01,0.1875,0.1875,left,right,0.0,0.0,-0.0062034502588941,0.0065905073955517,False,False,SLSQP,True,12311,4618,2309,2309,2023-09-18 05:16:53.533714+00:00,2023-09-18 06:41:03.471464+00:00,0 days 01:24:09.937577600
SPX,NASDAQ,1959-10-02,2008-09-01,0.1875,0.1875,left,right,0.0,0.0,-0.0062034502588941,0.0065905073955517,False,False,SLSQP,False,12311,4618,2309,2309,2023-09-18 07:02:48.356244+00:00,2023-09-18 08:23:03.060678+00:00,0 days 01:20:14.704728600
SPX,NASDAQ,1959-10-02,2008-09-01,0.2,0.2,left,right,0.0,0.0,-0.0057398848899197,0.0062066378685523,False,False,SLSQP,True,12311,4924,2462,2462,2023-09-18 08:58:22.051638+00:00,2023-09-18 10:20:18.763305+00:00,0 days 01:21:56.711582299
SPX,NASDAQ,1959-10-02,2008-09-01,0.2,0.2,left,right,0.0,0.0,-0.0057398848899197,0.0062066378685523,False,False,SLSQP,False,12311,4924,2462,2462,2023-09-18 10:51:16.076707+00:00,2023-09-18 12:23:27.520080+00:00,0 days 01:32:11.443438
SPX,NASDAQ,1959-10-02,2008-09-01,0.2125,0.2125,left,right,0.0,0.0,-0.0053749432659611,0.005841059649435,False,False,SLSQP,True,12311,5232,2616,2616,2023-09-18 13:10:08.522611+00:00,2023-09-18 15:06:21.455752+00:00,0 days 01:56:12.932767300
SPX,NASDAQ,1959-10-02,2008-09-01,0.2125,0.2125,left,right,0.0,0.0,-0.0053749432659611,0.005841059649435,False,False,SLSQP,False,12311,5232,2616,2616,2023-09-18 15:19:07.356973+00:00,2023-09-18 17:08:53.511462+00:00,0 days 01:49:46.154765
SPX,NASDAQ,1959-10-02,2008-09-01,0.225,0.225,left,right,0.0,0.0,-0.0050463827847009,0.0055462295132444,False,False,SLSQP,True,12311,5540,2770,2770,2023-09-18 17:47:56.004146+00:00,2023-09-18 19:05:02.625298+00:00,0 days 01:17:06.621330300
SPX,NASDAQ,1959-10-02,2008-09-01,0.225,0.225,left,right,0.0,0.0,-0.0050463827847009,0.0055462295132444,False,False,SLSQP,False,12311,5540,2770,2770,2023-09-18 19:58:44.360684+00:00,2023-09-18 21:57:35.548934+00:00,0 days 01:58:51.188121900
SPX,NASDAQ,1959-10-02,2008-09-01,0.2375,0.2375,left,right,0.0,0.0,-0.0046648524460821,0.0052382655752023,False,False,SLSQP,True,12311,5848,2924,2924,2023-09-18 22:23:46.828830+00:00,2023-09-18 23:50:26.516874+00:00,0 days 01:26:39.688049100
SPX,NASDAQ,1959-10-02,2008-09-01,0.2375,0.2375,left,right,0.0,0.0,-0.0046648524460821,0.0052382655752023,False,False,SLSQP,False,12311,5848,2924,2924,2023-09-19 00:58:06.171421+00:00,2023-09-19 02:31:28.123937+00:00,0 days 01:33:21.952372100
SPX,NASDAQ,1959-10-02,2008-09-01,0.25,0.25,left,right,0.0,0.0,-0.0043147360880153,0.0049312951600861,False,False,SLSQP,True,12311,6156,3078,3078,2023-09-19 03:04:14.850439+00:00,2023-09-19 04:46:49.114476+00:00,0 days 01:42:34.263810300
SPX,NASDAQ,1959-10-02,2008-09-01,0.25,0.25,left,right,0.0,0.0,-0.0043147360880153,0.0049312951600861,False,False,SLSQP,False,12311,6156,3078,3078,2023-09-19 05:37:11.298736+00:00,2023-09-19 07:29:27.995699+00:00,0 days 01:52:16.697277300
