tick,exchange,train_start,train_end,all_end,opt_method,vol,p,o,q,dist,a_u,a_q,tail,period,Q_T,Q_T_1,Q_a_q_T_1,CT_Q_binom_p,CT_Q_UC_LR,CT_Q_UC_p,CT_Q_CC_LR,CT_Q_CC_p,CT_Q_DQ_0_LR,CT_Q_DQ_0_p,CT_Q_DQ_1_LR,CT_Q_DQ_1_p,CT_Q_DQ_2_LR,CT_Q_DQ_2_p,CT_Q_DQ_3_LR,CT_Q_DQ_3_p,CT_Q_DQ_4_LR,CT_Q_DQ_4_p,CT_E_ZMD_t,CT_E_ZMD_b_opt_CB,CT_E_ZMD_1000_0:0_F,S_Q_G,S_E_AL,S_E_NZ,S_E_FZG
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,left,all,16097,1142,0.0709448965645772,0.0517417193063277,3.880417964957815,0.0488523942260479,30.273157859208368,2.668500546088026e-07,10.525021180042616,0.0051822777979918,40.5758615593446,8.043972377080877e-09,50.66147360621832,2.627023043544341e-10,57.37665872514434,4.229039340941654e-11,61.87829501749175,1.8678503188596096e-11,8.332998321747871,2.5455555686121847,1.0,22.32325563954625,-48262.42346444056,2131.453652959793,168.01402325369142
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,left,train,12311,858,0.0696937697993664,0.0249989898185746,5.108769394099909,0.0238051995647196,31.797408913643267,1.2453183428906558e-07,18.759392120264387,8.442085749860162e-05,49.55483452983276,9.938028178169134e-11,50.853056638621226,2.39573694216233e-10,56.68258216807281,5.878997288988329e-11,57.895868008414105,1.202983268555613e-10,5.642334654461538,1.3320041946898424,1.0,16.036305200464707,-37488.29299275673,1587.5404331871391,120.7554096016066
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,left,forecast,3786,284,0.075013206550449,1.0,9.517714715912008e-06,0.9975384667069466,1.658397627186332,0.4363987830697728,0.0047653799849029,0.997620146360185,1.79827234765782,0.6153109644667201,20.864739936609304,0.0003368337187065,22.51852783927797,0.0004171387304762,27.43658467612514,0.0001199240729214,7.119640025576858,2.6148550363955536,1.0,6.286950439081543,-10774.130471683826,543.913219772654,47.25861365208481
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,right,all,16097,1018,0.0632415978132571,6.913123645593429e-09,33.75529129651659,6.249881834285986e-09,33.93588761249339,4.2747983708402166e-08,32.485954472192226,8.826014097351732e-08,32.66557325952785,3.788597030540686e-07,36.83104221758224,1.951595699489772e-07,43.33971219061464,3.1531923072591894e-08,44.866402305636406,4.975170320165034e-08,2.398365080373344,0.435881709382777,0.998,20.782358050239324,-49079.39958046981,2082.335353530677,160.86519195168512
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,right,train,12311,792,0.0643327105840305,4.875278449894593e-06,21.14156729071692,4.265741662234923e-06,21.211262965569404,2.4776089999178907e-05,20.237210169710703,4.032233255313322e-05,20.305628660568928,0.0001467002593805,26.51904551937594,2.4863795406337985e-05,32.02578200519847,5.871824161007844e-06,33.70511662698621,7.669346459793225e-06,3.05682666089298,0.8735842429747146,0.999,15.50205559586054,-37637.75009671941,1580.6097306137883,120.00058800001244
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.075,right,forecast,3786,226,0.0596936080295826,0.0002683082557355,13.678727344100023,0.0002168975511581,16.56004147710746,0.0002535319420944,14.55573781776692,0.0006906558470226,16.82958155646254,0.0007661271804437,16.886581852952244,0.0020335212311501,17.797722036009574,0.0032108962399128,17.845044013371673,0.0066313332731914,-0.9848701428110328,0.3760574678038191,0.179,5.280302454378782,-11441.649483750403,501.7256229168882,40.86460395167271
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,left,all,16097,1117,0.0693918121389078,0.1324080781940591,2.343777608551136,0.125784195921986,25.90184797472375,2.3740243916270387e-06,11.201398814325136,0.0036952783083452,38.37501120228727,2.3541881333244422e-08,50.45098210212044,2.906913598721417e-10,55.50805704308281,1.0260892135960376e-10,61.86062797724258,1.883382338974116e-11,8.169777889693918,2.480441862301809,1.0,21.81190811087248,-48129.71844713339,2143.072900571868,169.0992109264196
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,left,train,12311,841,0.0683128909105677,0.0734605042562076,3.268417101002342,0.0706257385663625,26.307342048811734,1.9383547253948308e-06,18.06649942622412,0.0001193739311271,44.93685542359046,9.543068557604784e-10,46.5187800369046,1.920680503531002e-09,50.96837743091657,8.778708870949004e-10,52.8257182660852,1.2720297037915882e-09,5.445637452070642,1.2184787764703948,1.0,15.663652827291909,-37393.40542712037,1595.844408236213,121.49489259800966
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,left,forecast,3786,276,0.0729001584786053,0.9250852871887172,0.0090003124641953,0.9244181041168013,1.8607988596297675,0.3943961453262889,0.2257549353687787,0.8932601066398197,2.3058625939361543,0.5113987201015977,25.312201478640304,4.35363482456097e-05,26.62261395149897,6.755125283675056e-05,33.10352814360873,1.0015651769279543e-05,7.176455039535932,2.58459768853518,1.0,6.14825528358057,-10736.313020013024,547.2284923356544,47.604318328409946
DJI,NASDAQ,1959-10-02,2008-09-01,2023-09-16,SLSQP,GARCH,1,0,1,norm,0,0.0725,right,all,16097,983,0.0610672796173199,1.08340265937804e-08,32.93822191374238,9.513435705876816e-09,33.882221277941426,4.391057584207658e-08,31.776734256490407,1.2582583752696053e-07,32.62467724997545,3.864578621559645e-07,35.92911398584233,2.992503935761448e-07,43.40032184035213,3.0651989724184154e-08,47.465789805586624,1.5106504824835554e-08,2.4760026993056528,0.8562087705013312,0.996,20.268520174601115,-48982.75090275006,2091.438333256479,161.56162744972613
