tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,xi_y_1,xi_y_2,u_y_1,u_y_2,sigma_y_1,sigma_y_2
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.1875,0.0173465054934259,0.0269646157012394,-0.887146559018876,0.887146559018876,0.6595882107480542,0.5255930439155735
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.1875,0.0210418717549736,0.0157743182446329,-0.939438630186346,0.939438630186346,0.822557568162135,0.6609245168547001
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.1875,0.0211893914878777,0.0220322471635202,-0.887146559018876,0.887146559018876,0.6392350380119511,0.5337577824469848
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.1875,0.0175149135869715,0.0142539021309034,-0.939438630186346,0.939438630186346,0.7949992540819709,0.6563277257543432
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.2,0.0157596069560512,0.0230276014039769,-0.8416212335729142,0.8416212335729143,0.6622170806545705,0.5296641786038538
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.2,0.020136271220573,0.0114198725101515,-0.8888895177669741,0.8888895177669746,0.8239003149262684,0.6677026506809725
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.2,0.0170827700964531,0.0173587152081307,-0.8416212335729142,0.8416212335729144,0.6464305072162986,0.5394176951351504
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.2,0.0159464541175224,0.0057223996401509,-0.888889517766974,0.8888895177669746,0.7982793995770681,0.6709142661812105
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.2125,0.0118516626840265,0.0161184459660054,-0.7977768461252381,0.7977768461252381,0.6697501118862874,0.5384837336286024
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.2125,0.0196656651562811,0.0024303751930193,-0.8405648446930499,0.8405648446930498,0.8241300562040448,0.6833731440169097
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.2125,0.0098922973598518,0.0118708637678825,-0.7977768461252381,0.7977768461252381,0.6600993918897259,0.546643560153315
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.2125,0.0118767652572674,0.0009481134425218,-0.8405648446930499,0.8405648446930498,0.8083869385996302,0.6791680164937933
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.225,0.0063422548451389,0.0107138805706356,-0.7554150263604693,0.7554150263604693,0.6815114448084674,0.5455132209055904
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.225,0.0141266574248525,-0.0018350662031838,-0.7941884700484426,0.7941884700484428,0.8382800519014333,0.6913521029620873
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.225,0.0062984136886851,0.0049019105681869,-0.7554150263604693,0.7554150263604693,0.6673774351847459,0.5563590938011599
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.225,0.0105970286710003,-0.0070611607642688,-0.7941884700484427,0.7941884700484428,0.811229543371785,0.6944211017008843
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.2375,0.0040716609966705,0.0001491090510561,-0.7143674402801876,0.7143674402801873,0.6864915379354302,0.5611522969610749
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.2375,0.0116348751009642,-0.0057546342901272,-0.7495281896256518,0.7495281896256516,0.8447642011742138,0.6988626271107785
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.2375,0.0039347489657172,-0.0019204784667226,-0.7143674402801877,0.7143674402801873,0.6723182594234978,0.566640569779906
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.2375,0.0070243426592436,-0.0114951680097764,-0.7495281896256518,0.7495281896256517,0.8204294051975547,0.7032797542361876
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0.25,0.0026580673914797,-0.0062857022617241,-0.6744897501960817,0.6744897501960817,0.6895698975960411,0.5713421850460652
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0.25,0.0106248277493208,-0.0139366569354164,-0.7063866126448144,0.7063866126448144,0.8471627416002061,0.7153400458379962
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0.25,-0.0002471288522146,-0.0095812085080535,-0.6744897501960817,0.6744897501960817,0.6813223597394997,0.5789787612297167
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0.25,0.0061382096130575,-0.0126243013953845,-0.7063866126448144,0.7063866126448144,0.822506938627992,0.7060296415050238
