tick,exchange,train_start,train_end,a_u_1,a_u_2,u_dir_1,u_dir_2,u_zero_1,u_zero_2,u_1,u_2,u_inclusive_1,u_inclusive_2,opt_method,fix_a_lambda,T,N_M,N_M_1,N_M_2,meta_res_start,meta_res_end,meta_res_delta
NKX,TSX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341185066454219,0.0328314575703947,False,False,SLSQP,True,9461,238,119,119,2023-09-21 08:32:37.276005+00:00,2023-09-21 08:35:47.778421+00:00,0 days 00:03:10.502417300
NKX,TSX,1975-01-01,2015-01-01,0.0125,0.0125,left,right,0.0,0.0,-0.0341185066454219,0.0328314575703947,False,False,SLSQP,False,9461,238,119,119,2023-09-21 08:37:42.647960+00:00,2023-09-21 08:41:43.902412+00:00,0 days 00:04:01.254160700
NKX,TSX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0271675977899574,0.0261307567835435,False,False,SLSQP,True,9461,474,237,237,2023-09-21 08:43:43.729204+00:00,2023-09-21 08:50:05.196433+00:00,0 days 00:06:21.467018900
NKX,TSX,1975-01-01,2015-01-01,0.025,0.025,left,right,0.0,0.0,-0.0271675977899574,0.0261307567835435,False,False,SLSQP,False,9461,474,237,237,2023-09-21 08:53:04.590823+00:00,2023-09-21 09:01:16.506800+00:00,0 days 00:08:11.915837400
NKX,TSX,1975-01-01,2015-01-01,0.0375,0.0375,left,right,0.0,0.0,-0.0236752934655215,0.0223492163239242,False,False,SLSQP,True,9461,710,355,355,2023-09-21 09:04:22.840140+00:00,2023-09-21 09:14:21.778923+00:00,0 days 00:09:58.938750400
NKX,TSX,1975-01-01,2015-01-01,0.0375,0.0375,left,right,0.0,0.0,-0.0236752934655215,0.0223492163239242,False,False,SLSQP,False,9461,710,355,355,2023-09-21 09:17:23.991729+00:00,2023-09-21 09:29:52.674466+00:00,0 days 00:12:28.682259300
NKX,TSX,1975-01-01,2015-01-01,0.05,0.05,left,right,0.0,0.0,-0.0211051065321079,0.0197202752828751,False,False,SLSQP,True,9461,946,473,473,2023-09-21 09:34:01.457880+00:00,2023-09-21 09:46:46.382047+00:00,0 days 00:12:44.924228600
NKX,TSX,1975-01-01,2015-01-01,0.05,0.05,left,right,0.0,0.0,-0.0211051065321079,0.0197202752828751,False,False,SLSQP,False,9461,946,473,473,2023-09-21 09:51:43.130606+00:00,2023-09-21 10:07:59.906505+00:00,0 days 00:16:16.776280500
NKX,TSX,1975-01-01,2015-01-01,0.0625,0.0625,left,right,0.0,0.0,-0.0190019842187196,0.017921095689676,False,False,SLSQP,True,9461,1184,592,592,2023-09-21 10:14:45.755152+00:00,2023-09-21 10:31:29.099844+00:00,0 days 00:16:43.344743800
NKX,TSX,1975-01-01,2015-01-01,0.0625,0.0625,left,right,0.0,0.0,-0.0190019842187196,0.017921095689676,False,False,SLSQP,False,9461,1184,592,592,2023-09-21 10:37:21.582211+00:00,2023-09-21 10:59:10.941909+00:00,0 days 00:21:49.359518700
NKX,TSX,1975-01-01,2015-01-01,0.075,0.075,left,right,0.0,0.0,-0.0169364382008838,0.0165919041121132,False,False,SLSQP,True,9461,1420,710,710,2023-09-21 11:05:34.384835+00:00,2023-09-21 11:26:45.108390+00:00,0 days 00:21:10.723368
NKX,TSX,1975-01-01,2015-01-01,0.075,0.075,left,right,0.0,0.0,-0.0169364382008838,0.0165919041121132,False,False,SLSQP,False,9461,1420,710,710,2023-09-21 11:32:35.074599+00:00,2023-09-21 11:58:17.415153+00:00,0 days 00:25:42.340324700
NKX,TSX,1975-01-01,2015-01-01,0.0875,0.0875,left,right,0.0,0.0,-0.0156166950216101,0.0153187153630911,False,False,SLSQP,True,9461,1656,828,828,2023-09-21 12:05:29.884136+00:00,2023-09-21 12:31:11.615667+00:00,0 days 00:25:41.731422899
NKX,TSX,1975-01-01,2015-01-01,0.0875,0.0875,left,right,0.0,0.0,-0.0156166950216101,0.0153187153630911,False,False,SLSQP,False,9461,1656,828,828,2023-09-21 12:37:59.865373+00:00,2023-09-21 13:09:20.232394+00:00,0 days 00:31:20.367270400
