tick,exchange,train_start,train_end,opt_method,vol,p,o,q,dist,a_u,mu,omega,alpha_1,gamma_1,beta_1,df,nc
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,norm,0,0.008992245925192,0.0024218100596917,0.0085995609484381,,0.007549580393842,,
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,0,1,t,0,0.0083501495915577,0.0011929891094826,0.0054693604356768,,0.0069247198621379,0.3801986487722504,
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,norm,0,0.0090411018849447,0.0022960666146286,0.0067907512868803,0.0112624119360897,0.0070302808195815,,
NKX,TSX,1975-01-01,2015-01-01,SLSQP,GARCH,1,1,1,t,0,0.0082776357421144,0.0012878349007809,0.0043867463090944,0.0079657496201445,0.00663344318783,0.4257833775980807,
